Instituto,Disciplina,Turma,Dia da Semana,Horário Inicio,Horário Fim,Sala,Docentes
FEAGRI,FA577,FA577 A,Segunda,10:00,12:00,EA07,Thais Queiroz Zorzeto Cesar
FEAGRI,FA577,FA577 B,Segunda,14:00,16:00,EA07,Thais Queiroz Zorzeto Cesar
FEAGRI,FA585,FA585 A,Quinta,14:00,16:00,EA21,William Martins Vicente
FEAGRI,FA585,FA585 B,Quarta,10:00,12:00,EA21,William Martins Vicente
FEAGRI,FA586,FA586 A,Quarta,10:00,12:00,EA01,Cinthya Bertoldo Pedroso
FEAGRI,FA586,FA586 B,Quinta,08:00,10:00,EA01,Cinthya Bertoldo Pedroso
FEAGRI,FA682,FA682 A,Quinta,10:00,12:00,EA24,"Julio Soriano, William Martins Vicente"
FEAGRI,FA720,FA720 A,Quarta,08:00,10:00,EA23,Karina Braga Marsola
FEAGRI,FA721,FA721 A,Sexta,08:00,10:00,EA23,Marco Tulio Ospina Patino
FEAGRI,FA733,FA733 A,Terça,10:00,12:00,EA24,Gustavo Mockaitis
FEAGRI,FA778,FA778 A,Terça,08:00,10:00,EA24,Daniella Jorge De Moura
FEAGRI,FA779,FA779 A,Quinta,08:00,10:00,EA24,Barbara Janet Teruel Mederos
FEAGRI,FA780,FA780 A,Segunda,14:00,16:00,EA01,Daniel Albiero
FEAGRI,FA781,FA781 A,Segunda,08:00,10:00,EA01,"Angel Pontin Garcia, Daniel Albiero"
FEAGRI,FA782,FA782 A,Sexta,14:00,17:00,EA21,"David De Carvalho, Julio Soriano"
FEAGRI,FA786,FA786 A,Segunda,10:00,12:00,EA23,Jose Teixeira Filho
FEAGRI,FA972,FA972 A,Terça,14:00,16:00,EA23,Gustavo Lopes Muniz
FEAGRI,FA979,FA979 A,Segunda,14:00,18:00,EA04,Armando Kazuo Fujii
FEAGRI,FA983,FA983 A,Sexta,08:00,11:00,EA21,"Mara De Andrade Marinho, Renato Paiva De Lima"
FEAGRI,FA984,FA984 01,Quarta,17:00,18:00,EA02,Andrea Leda Ramos De Oliveira
FEAGRI,FA984,FA984 02,Quarta,17:00,18:00,EA53,Angel Pontin Garcia
FEAGRI,FA984,FA984 04,Quarta,17:00,18:00,EA55,Ariovaldo Jose Da Silva
FEAGRI,FA984,FA984 06,Quarta,17:00,18:00,EA57,Barbara Janet Teruel Mederos
FEAGRI,FA984,FA984 07,Quarta,17:00,18:00,EA58,Cinthya Bertoldo Pedroso
FEAGRI,FA984,FA984 08,Quarta,17:00,18:00,EA59,Daniel Albiero
FEAGRI,FA984,FA984 09,Quarta,17:00,18:00,EA60,Daniella Jorge De Moura
FEAGRI,FA984,FA984 10,Quarta,17:00,18:00,EA61,David De Carvalho
FEAGRI,FA984,FA984 12,Quarta,17:00,18:00,EA63,Franciane Colares Souza Usberti
FEAGRI,FA984,FA984 14,Quarta,17:00,18:00,EA52,Gustavo Mockaitis
FEAGRI,FA984,FA984 16,Quarta,17:00,18:00,EA67,Jose Teixeira Filho
FEAGRI,FA984,FA984 17,Quarta,17:00,18:00,EA68,Juliana Aparecida Fracarolli
FEAGRI,FA984,FA984 18,Quarta,17:00,18:00,EA69,Julio Soriano
FEAGRI,FA984,FA984 19A,Quarta,19:00,20:00,EA02,Lucas Rios Do Amaral
FEAGRI,FA984,FA984 21,Quarta,17:00,18:00,EA72,Marco Tulio Ospina Patino
FEAGRI,FA984,FA984 22,Quarta,17:00,18:00,EA73,Mauro Jose Andrade Tereso
FEAGRI,FA984,FA984 23,Quarta,17:00,18:00,EA66,Nilson Antonio Modesto Arraes
FEAGRI,FA984,FA984 24,Quarta,17:00,18:00,EA75,Rafael Augustus De Oliveira
FEAGRI,FA984,FA984 25,Quarta,17:00,18:00,EA76,Raquel Goncalves
FEAGRI,FA984,FA984 26,Quarta,17:00,18:00,EA77,Thais Queiroz Zorzeto Cesar
FEAGRI,FA984,FA984 27,Quarta,17:00,18:00,EA78,Vanilde Ferreira De Souza Esquerdo
FEAGRI,FA984,FA984 28,Quarta,17:00,18:00,EA79,William Martins Vicente
FEAGRI,FA984,FA984 29,Terça,17:00,18:00,EA80,Zigomar Menezes De Souza
FEAGRI,FA985,FA985 01,Sexta,17:00,18:00,EA50,Andrea Leda Ramos De Oliveira
FEAGRI,FA985,FA985 02,Sexta,17:00,18:00,EA53,Angel Pontin Garcia
FEAGRI,FA985,FA985 04,Sexta,17:00,18:00,EA55,Ariovaldo Jose Da Silva
FEAGRI,FA985,FA985 06,Sexta,17:00,18:00,EA57,Barbara Janet Teruel Mederos
FEAGRI,FA985,FA985 07,Sexta,17:00,18:00,EA58,Cinthya Bertoldo Pedroso
FEAGRI,FA985,FA985 08,Sexta,17:00,18:00,EA59,Daniel Albiero
FEAGRI,FA985,FA985 09,Sexta,17:00,18:00,EA60,Daniella Jorge De Moura
FEAGRI,FA985,FA985 10,Sexta,17:00,18:00,EA61,David De Carvalho
FEAGRI,FA985,FA985 12,Sexta,17:00,18:00,EA63,Franciane Colares Souza Usberti
FEAGRI,FA985,FA985 14,Sexta,17:00,18:00,EA52,Gustavo Mockaitis
FEAGRI,FA985,FA985 16,Sexta,17:00,18:00,EA67,Jose Teixeira Filho
FEAGRI,FA985,FA985 17,Quinta,17:00,18:00,EA68,Juliana Aparecida Fracarolli
FEAGRI,FA985,FA985 18,Sexta,17:00,18:00,EA69,Julio Soriano
FEAGRI,FA985,FA985 19,Sexta,17:00,18:00,EA70,Lucas Rios Do Amaral
FEAGRI,FA985,FA985 21,Sexta,17:00,18:00,EA72,Marco Tulio Ospina Patino
FEAGRI,FA985,FA985 22,Sexta,17:00,18:00,EA73,Mauro Jose Andrade Tereso
FEAGRI,FA985,FA985 23,Sexta,17:00,18:00,EA66,Nilson Antonio Modesto Arraes
FEAGRI,FA985,FA985 24,Sexta,17:00,18:00,EA75,Rafael Augustus De Oliveira
FEAGRI,FA985,FA985 25,Sexta,17:00,18:00,EA76,Raquel Goncalves
FEAGRI,FA985,FA985 26,Sexta,17:00,18:00,EA77,Thais Queiroz Zorzeto Cesar
FEAGRI,FA985,FA985 27,Sexta,17:00,18:00,EA78,Vanilde Ferreira De Souza Esquerdo
FEAGRI,FA985,FA985 28,Sexta,17:00,18:00,EA65,William Martins Vicente
FEAGRI,FA985,FA985 29,Sexta,17:00,18:00,EA56,Zigomar Menezes De Souza
FECFAU,AU022,AU022 A,Sexta,21:00,23:00,FC06,Evandro Ziggiatti Monteiro
FECFAU,AU023,AU023 A,Terça,19:00,21:00,CA224,Sidney Piochi Bernardini
FECFAU,AU091,AU091 A,Quinta,21:00,23:00,CA111,Rafael Augusto Urano De C Frajndlich
FECFAU,AU093,AU093 A,Sexta,21:00,23:00,CA223,Rafael Augusto Urano De C Frajndlich
FECFAU,AU110,AU110 A,Quinta,21:00,23:00,CA111,Rafael Augusto Urano De C Frajndlich
FECFAU,AU140,AU140 A,Sábado,08:00,12:00,FC05,Evandro Ziggiatti Monteiro
FECFAU,AU144,AU144 A,Segunda,19:00,23:00,CA336,Silvia Aparecida Mikami Goncalves Pina
FECFAU,AU144,AU144 B,Segunda,19:00,23:00,CA336,Fabricia Zulin
FECFAU,AU145,AU145 A,Terça,19:00,23:00,CA221,Ana Maria Tagliari Florio
FECFAU,AU145,AU145 B,Terça,19:00,23:00,CA221,Maria Fernanda De Oliveira
FECFAU,AU197,AU197 A,Terça,14:00,17:00,CA336,Fabricia Zulin
FECFAU,AU201,AU201 A,Quinta,14:00,16:00,CA331,Evandro Ziggiatti Monteiro
FECFAU,AU203,AU203 A,Quarta,14:00,16:00,LI307,Simone Fernandes Tavares De Melo
FECFAU,AU208,AU208 A,Quinta,16:00,18:00,CA225,Evandro Ziggiatti Monteiro
FECFAU,AU208,AU208 B,Quinta,16:00,18:00,CA221,Rafael Augusto Urano De C Frajndlich
FECFAU,AU221,AU221 A,Sexta,19:00,23:00,CA336,Felipe Corres Melachos
FECFAU,AU259,AU259 A,Quarta,10:00,13:00,CA331,Emilia Wanda Rutkowski
FECFAU,AU263,AU263 A,Quarta,09:00,12:00,CA226,"Evandro Ziggiatti Monteiro, Regina Andrade Tirello"
FECFAU,AU300,AU300 A,Sexta,21:00,23:00,LI312,Ana Regina Mizrahy Cuperschmid
FECFAU,AU302,AU302 A,Sexta,21:00,23:00,LI309,Ana Regina Mizrahy Cuperschmid
FECFAU,AU401,AU401 A,Segunda,19:00,23:00,CA112,Nilson Tadeu Mascia
FECFAU,AU404,AU404 A,Terça,19:00,23:00,CA112,Miriam Goncalves Miguel
FECFAU,AU405,AU405 A,Terça,19:00,23:00,CA113,Carla Neves Costa
FECFAU,AU501,AU501 A,Sexta,19:00,21:00,CA223,Leticia De Oliveira Neves
FECFAU,AU601,AU601 A,Quinta,19:00,23:00,CA221,Evandro Ziggiatti Monteiro
FECFAU,AU609,AU609 A,Quarta,19:00,21:00,CA221,Gisela Cunha Viana Leonelli
FECFAU,AU700,AU700 A,Sexta,09:00,11:00,LI310,Leticia De Oliveira Neves
FECFAU,AU713,AU713 A,Segunda,19:00,23:00,CA221,Sidney Piochi Bernardini
FECFAU,AU811,AU811 A,Terça,19:00,23:00,CA223,Carlos Eduardo Marmorato Gomes
FECFAU,AU814,AU814 A,Quinta,19:00,23:00,CA223,Regina Andrade Tirello
FECFAU,AU817,AU817 A,Quarta,21:00,23:00,CA335,"Alberto Luiz Francato, Vinicius De Carvalho Neiva Pinheiro"
FECFAU,AU902,AU902 A,Quarta,08:00,12:00,CA224,"Diogenes Cortijo Costa, Luciano Aparecido Barbosa"
FECFAU,AU904,AU904 A,Quinta,14:00,16:00,LI312,Evandro Ziggiatti Monteiro
FECFAU,AU919,AU919 A,Quinta,15:00,18:00,CA112,Pedro Jose Perez Martinez
FECFAU,AU991,AU991 A,Sábado,08:00,10:00,CA225,Emilia Wanda Rutkowski
FECFAU,AU993,AU993 A,Sábado,10:00,12:00,CA336,Emilia Wanda Rutkowski
FECFAU,AU995,AU995 A,Sábado,12:00,14:00,CA226,Emilia Wanda Rutkowski
FECFAU,AU997,AU997 A,Sábado,14:00,16:00,CA226,Emilia Wanda Rutkowski
FECFAU,AU999,AU999 A,Sábado,16:00,18:00,CA226,Emilia Wanda Rutkowski
FECFAU,CV002,CV002 A,Quinta,08:00,10:00,CA111,Ariovaldo Denis Granja
FECFAU,CV005,CV005 A,Quarta,14:00,16:00,CA223,Simone Fernandes Tavares De Melo
FECFAU,CV006,CV006 A,Terça,08:00,10:00,CA224,Leticia De Oliveira Neves
FECFAU,CV040,CV040 A,Quinta,14:00,16:00,CA335,"Adriano Luiz Tonetti, Jose Roberto Guimaraes"
FECFAU,CV041,CV041 A,Terça,10:00,12:00,CA332,"Andre Luis Sotero Salustiano Martim, Andre Munhoz De Argollo Ferrao, Antonio Carlos Zuffo"
FECFAU,CV042,CV042 A,Quinta,19:00,21:00,CA112,Jose Anderson Do Nascimento Batista
FECFAU,CV051,CV051 A,Quinta,10:00,12:00,CA226,Creso De Franco Peixoto
FECFAU,CV068,CV068 A,Sexta,16:00,19:00,CA335,Simone Fernandes Tavares De Melo
FECFAU,CV076,CV076 A,Quinta,08:00,10:00,CA331,Jose Gilberto Dalfre Filho
FECFAU,CV080,CV080 A,Terça,14:00,17:00,CA331,"Patricia Dalsoglio Garcia, Tiago Zenker Gireli"
FECFAU,CV085,CV085 A,Sexta,09:00,12:00,CA114,"Alberto Luiz Francato, Vinicius De Carvalho Neiva Pinheiro"
FECFAU,CV086,CV086 A,Quinta,17:00,19:00,LI309,Jose Anderson Do Nascimento Batista
FECFAU,CV101,CV101 A,Terça,14:00,17:00,CA335,Nubia Bernardi
FECFAU,CV105,CV105 A,Terça,10:00,12:00,CA221,Nubia Bernardi
FECFAU,CV105,CV105 B,Terça,14:00,16:00,CA221,Nubia Bernardi
FECFAU,CV111,CV111 A,Segunda,10:00,11:00,CA333,Thomaz Eduardo Teixeira Buttignol
FECFAU,CV141,CV141 A,Quarta,10:00,12:00,CA05,Jose Roberto Guimaraes
FECFAU,CV142,CV142 A,Quinta,10:00,12:00,CA116,Ana Paula Bortoleto
FECFAU,CV143,CV143 A,Quarta,10:00,12:00,CA116,Jose Roberto Guimaraes
FECFAU,CV150,CV150 A,Segunda,10:00,12:00,CA116,"Jose Gilberto Dalfre Filho, Patricia Dalsoglio Garcia"
FECFAU,CV250,CV250 A,Quinta,14:00,16:00,CA116,Luana Mattos De Oliveira Cruz
FECFAU,CV301,CV301 A,Terça,14:00,16:00,CA225,Ana Regina Mizrahy Cuperschmid
FECFAU,CV301,CV301 B,Segunda,08:00,12:00,CA225,Maria Fernanda De Oliveira
FECFAU,CV304,CV304 A,Terça,14:00,16:00,CA111,Carlos Eduardo Marmorato Gomes
FECFAU,CV304,CV304 B,Quarta,08:00,10:00,CA111,Carlos Eduardo Marmorato Gomes
FECFAU,CV305,CV305 A,Quarta,16:00,18:00,CA221,Felipe Corres Melachos
FECFAU,CV305,CV305 B,Quinta,14:00,16:00,CA221,Felipe Corres Melachos
FECFAU,CV312,CV312 A,Quarta,08:00,11:00,CA112,"Carla Neves Costa, Thomaz Eduardo Teixeira Buttignol"
FECFAU,CV314,CV314 A,Terça,08:00,10:00,CA226,Cilmar Donizeti Basaglia
FECFAU,CV314,CV314 B,Terça,08:00,10:00,CA333,Saulo Jose De Castro Almeida
FECFAU,CV321,CV321 A,Quinta,08:00,11:00,CA221,Pedro Jose Perez Martinez
FECFAU,CV323,CV323 A,Quarta,14:00,17:00,CA116,Diogenes Cortijo Costa
FECFAU,CV325,CV325 A,Segunda,08:00,12:00,CA223,Luciano Aparecido Barbosa
FECFAU,CV325,CV325 B,Quarta,08:00,12:00,CA223,Henrique Candido De Oliveira
FECFAU,CV332,CV332 A,Terça,14:00,17:00,CA116,Carlos Eduardo Marmorato Gomes
FECFAU,CV341,CV341 A,Quinta,10:00,12:00,CA05,Ana Paula Bortoleto
FECFAU,CV351,CV351 A,Segunda,11:00,13:00,CA224,Janaina Antonino Pinto
FECFAU,CV355,CV355 A,Sexta,08:00,12:00,CA335,Ana Maria Tagliari Florio
FECFAU,CV501,CV501 A,Quarta,14:00,17:00,CA114,Andre Munhoz De Argollo Ferrao
FECFAU,CV501,CV501 B,Quinta,14:00,17:00,CA114,Andre Munhoz De Argollo Ferrao
FECFAU,CV511,CV511 A,Terça,10:00,13:00,CA335,Gustavo Henrique Siqueira
FECFAU,CV511,CV511 B,Terça,10:00,13:00,CA331,Nathan Shauer
FECFAU,CV521,CV521 A,Segunda,10:00,13:00,CA114,Miriam Goncalves Miguel
FECFAU,CV521,CV521 B,Terça,14:00,17:00,CA114,Miriam Goncalves Miguel
FECFAU,CV522,CV522 A,Segunda,08:00,10:00,CA116,Pedro Jose Perez Martinez
FECFAU,CV531,CV531 A,Terça,08:00,10:00,CA225,Andre Luis Sotero Salustiano Martim
FECFAU,CV531,CV531 B,Terça,08:00,10:00,CA336,Patricia Dalsoglio Garcia
FECFAU,CV532,CV532 A,Quarta,09:00,12:00,CA225,"Alberto Luiz Francato, Tiago Zenker Gireli, Vinicius De Carvalho Neiva Pinheiro"
FECFAU,CV532,CV532 B,Quarta,09:00,12:00,CA114,"Alberto Luiz Francato, Tiago Zenker Gireli, Vinicius De Carvalho Neiva Pinheiro"
FECFAU,CV542,CV542 A,Sexta,08:00,10:00,CA116,Edson Aparecido Abdul Nour
FECFAU,CV701,CV701 A,Terça,14:00,16:00,CA226,Ariovaldo Denis Granja
FECFAU,CV701,CV701 B,Terça,14:00,16:00,CA226,Ariovaldo Denis Granja
FECFAU,CV702,CV702 A,Quarta,14:00,17:00,LI312,"Alberto Luiz Francato, Tiago Zenker Gireli, Vinicius De Carvalho Neiva Pinheiro"
FECFAU,CV702,CV702 B,Quarta,14:00,17:00,LI310,"Alberto Luiz Francato, Tiago Zenker Gireli, Vinicius De Carvalho Neiva Pinheiro"
FECFAU,CV712,CV712 A,Segunda,11:00,13:00,CA112,Philippe Remy Bernard Devloo
FECFAU,CV712,CV712 B,Segunda,11:00,13:00,CA112,Hugo Luiz Oliveira
FECFAU,CV713,CV713 A,Terça,10:00,13:00,CA114,Cilmar Donizeti Basaglia
FECFAU,CV713,CV713 B,Terça,10:00,13:00,CA225,Leandro Palermo Junior
FECFAU,CV714,CV714 A,Terça,08:00,10:00,CA114,Leandro Mouta Trautwein
FECFAU,CV714,CV714 B,Terça,08:00,10:00,CA112,"Luiz Carlos De Almeida, Thomaz Eduardo Teixeira Buttignol"
FECFAU,CV721,CV721 A,Segunda,08:00,11:00,CA226,Paulo Jose Rocha De Albuquerque
FECFAU,CV722,CV722 A,Quinta,08:00,10:00,CA116,Creso De Franco Peixoto
FECFAU,CV742,CV742 A,Quarta,10:00,12:00,CA111,Luana Mattos De Oliveira Cruz
FECFAU,CV742,CV742 B,Quarta,10:00,12:00,CA111,Adriano Luiz Tonetti
FECFAU,CV906,CV906 A,Quarta,17:00,19:00,CA332,Simone Fernandes Tavares De Melo
FECFAU,CV911,CV911 A,Terça,14:00,17:00,CA112,"Leandro Mouta Trautwein, Luiz Carlos De Almeida"
FECFAU,CV912,CV912 A,Quarta,09:00,12:00,CA221,Saulo Jose De Castro Almeida
FECFAU,CV916,CV916 A,Quarta,14:00,16:00,LI309,Nathan Shauer
FECFAU,CV930,CV930 A,Quinta,14:00,17:00,LI309,Jose Anderson Do Nascimento Batista
FECFAU,CV932,CV932 A,Quinta,10:00,13:00,CA223,"Andre Luis Sotero Salustiano Martim, Edevar Luvizotto Junior, Jose Gilberto Dalfre Filho"
FECFAU,CV933,CV933 A,Segunda,09:00,12:00,CA221,Antonio Carlos Zuffo
FECFAU,CV936,CV936 A,Terça,10:00,12:00,CA112,"Andre Luis Sotero Salustiano Martim, Andre Munhoz De Argollo Ferrao, Antonio Carlos Zuffo"
FECFAU,CV941,CV941 A,Quinta,08:00,11:00,CA224,Edson Aparecido Abdul Nour
FECFAU,CV942,CV942 A,Quarta,16:00,19:00,CA113,Ricardo De Lima Isaac
FECFAU,CV945,CV945 A,Sexta,10:00,13:00,CA113,Mariana Rodrigues Ribeiro Dos Santos
FECFAU,CV956,CV956 A,Quinta,08:00,10:00,CA112,Jose Gilberto Dalfre Filho
FECFAU,CV957,CV957 A,Sexta,09:00,12:00,CA333,"Alberto Luiz Francato, Vinicius De Carvalho Neiva Pinheiro"
FECFAU,CV962,CV962 A,Terça,10:00,13:00,CA336,Gisela Cunha Viana Leonelli
FECFAU,CV963,CV963 A,Sexta,09:00,12:00,CA114,"Alberto Luiz Francato, Vinicius De Carvalho Neiva Pinheiro"
FECFAU,CV964,CV964 A,Quinta,16:00,19:00,CA223,Flavio Augusto Picchi
FECFAU,CV966,CV966 A,Terça,09:00,12:00,CA116,Hugo Luiz Oliveira
FECFAU,CV970,CV970 A,Segunda,09:00,12:00,LI310,Gustavo Henrique Siqueira
FECFAU,CV971,CV971 A,Quinta,17:00,20:00,CA116,Leandro Palermo Junior
FECFAU,CV972,CV972 A,Quinta,14:00,17:00,CA224,Philippe Remy Bernard Devloo
FECFAU,CV974,CV974 A,Terça,14:00,17:00,CA223,"Henrique Candido De Oliveira, Luciano Aparecido Barbosa"
FECFAU,CV975,CV975 A,Terça,08:00,11:00,CA223,"Diogenes Cortijo Costa, Luciano Aparecido Barbosa"
FECFAU,CV976,CV976 A,Segunda,08:00,11:00,CA112,Janaina Antonino Pinto
FECFAU,CV977,CV977 A,Terça,14:00,17:00,LI312,Hugo De Oliveira Fagundes
FECFAU,CV978,CV978 A,Terça,09:00,12:00,CA111,Hugo De Oliveira Fagundes
FECFAU,CV979,CV979 A,Quinta,14:00,16:00,CA223,"Andre Luis Sotero Salustiano Martim, Jose Gilberto Dalfre Filho"
FECFAU,CV980,CV980 A,Quinta,19:00,21:00,LI309,Jose Anderson Do Nascimento Batista
FECFAU,EX010,EX010 A,Segunda,11:00,13:00,CA111,Pedro Jose Perez Martinez
FECFAU,EX038,EX038 A,Sexta,09:00,11:00,CA331,"Maria Fernanda De Oliveira, Simone Fernandes Tavares De Melo"
FECFAU,EX039,EX039 A,Quinta,15:00,17:00,CA226,Emilia Wanda Rutkowski
FECFAU,EX042,EX042 A,Quarta,14:00,16:00,CA331,Maria Gabriela Caffarena Celani
FECFAU,EX044,EX044 A,Quinta,14:00,15:00,LI310,"Marcela Noronha Pinto de Oliveira e Sousa, Maria Gabriela Caffarena Celani"
FECFAU,EX048,EX048 A,Segunda,08:00,10:00,LI309,Thomaz Eduardo Teixeira Buttignol
FECFAU,EX048,EX048 B,Segunda,08:00,10:00,LI312,Felipe Corres Melachos
FEA,EX023,EX023 A,Quarta,16:00,18:00,FA14,"Cinthia Bau Betim Cazarin, Guilherme Jose Maximo, Lais Silveira Fraga, Marcus Bruno Soares Forte, Maria Alice Possani, Priscilla Efraim"
FEA,FT100,FT100 A,Terça,10:00,12:00,FA14,"Guilherme Jose Maximo, Marcelo Alexandre Prado, Mario Roberto Marostica Junior"
FEA,FT100,FT100 B,Quinta,19:00,21:00,FA12,"Guilherme Jose Maximo, Marcelo Alexandre Prado, Mario Roberto Marostica Junior"
FEA,FT100,FT100 C,Terça,10:00,12:00,FA15,"Guilherme Jose Maximo, Marcelo Alexandre Prado, Mario Roberto Marostica Junior"
FEA,FT155,FT155 A,Segunda,21:00,23:00,FA38,Tania Forster Carneiro
FEA,FT157,FT157 B,Segunda,10:00,12:00,,Douglas Fernandes Barbin
FEA,FT210,FT210 A,Terça,19:00,21:00,FA12,"Flavio Luis Schmidt, Marcus Bruno Soares Forte"
FEA,FT250,FT250 A,Sexta,21:00,23:00,FA12,Marcelo Alexandre Prado
FEA,FT310,FT310 A,Segunda,08:00,10:00,FA11,Julian Martinez
FEA,FT311,FT311 A,Terça,08:00,10:00,FA36,"Adriana Pavesi Arisseto Bragotto, Guilherme Miranda Tavares"
FEA,FT311,FT311 B,Terça,08:00,10:00,FA36,"Adriana Pavesi Arisseto Bragotto, Guilherme Miranda Tavares"
FEA,FT410,FT410 A,Quinta,19:00,21:00,LA61,Eduardo Augusto Caldas Batista
FEA,FT411,FT411 A,Terça,19:00,21:00,FA36,"Ana Carla Kawazoe Sato, Luiz Henrique Fasolin"
FEA,FT412,FT412 A,Quarta,19:00,21:00,FA12,"Gabriela Alves Macedo, Mario Roberto Marostica Junior"
FEA,FT430,FT430 A,Segunda,21:00,23:00,FA11,Liliana De Oliveira Rocha
FEA,FT459,FT459 A,Quarta,21:00,23:00,FA12,"Gabriela Alves Macedo, Mario Roberto Marostica Junior"
FEA,FT510,FT510 A,Quarta,10:00,12:00,FA11,Klicia Araujo Sampaio
FEA,FT510,FT510 B,Quarta,10:00,12:00,FA11,Klicia Araujo Sampaio
FEA,FT511,FT511 A,Terça,08:00,10:00,FA11,"Helia Harumi Sato, Ruann Janser Soares De Castro"
FEA,FT511,FT511 B,Terça,08:00,10:00,FA11,"Helia Harumi Sato, Ruann Janser Soares De Castro"
FEA,FT512,FT512 A,Quarta,08:00,10:00,FA11,"Gabriela Alves Macedo, Juliana Alves Macedo"
FEA,FT530,FT530 A,Segunda,08:00,10:00,FA12,"Helena Teixeira Godoy, Juliana Azevedo Lima Pallone"
FEA,FT530,FT530 B,Segunda,08:00,10:00,FA12,"Helena Teixeira Godoy, Juliana Azevedo Lima Pallone"
FEA,FT531,FT531 A,Quinta,08:00,10:00,FA11,Helena Maria Andre Bolini
FEA,FT531,FT531 B,Quinta,08:00,10:00,FA11,Helena Maria Andre Bolini
FEA,FT540,FT540 A,Sexta,10:00,12:00,FA36,Juliana Alves Macedo
FEA,FT540,FT540 B,Sexta,19:00,21:00,FA14,"Cinthia Bau Betim Cazarin, Jorge Herman Behrens"
FEA,FT620,FT620 A,Terça,19:00,21:00,LA61,"Julian Martinez, Marcelo Cristianini"
FEA,FT621,FT621 A,Quarta,19:00,21:00,LA61,Rosiane Lopes Da Cunha
FEA,FT622,FT622 A,Segunda,19:00,21:00,LA42,Maria Teresa Pedrosa Silva Clerici
FEA,FT630,FT630 A,Sexta,19:00,21:00,FA12,"Adriana Pavesi Arisseto Bragotto, Juliano Lemos Bicas"
FEA,FT640,FT640 A,Quarta,19:00,21:00,FA14,Carlos Alberto Rodrigues Anjos
FEA,FT720,FT720 A,Segunda,14:00,16:00,FA12,"Douglas Fernandes Barbin, Vivaldo Silveira Junior"
FEA,FT721,FT721 A,Terça,10:00,12:00,FA12,"Juliano Lemos Bicas, Marcus Bruno Soares Forte"
FEA,FT722,FT722 A,Segunda,08:00,10:00,FA15,Ana Paula Badan Ribeiro
FEA,FT723,FT723 A,Quarta,14:00,16:00,FA15,"Mirna Lucia Gigante, Sergio Bertelli Pflanzer Junior"
FEA,FT740,FT740 A,Quarta,08:00,12:00,FA36,"Guilherme Jose Maximo, Luiz Henrique Fasolin, Maristela Da Silva Do Nascimento"
FEA,FT740,FT740 B,Quarta,08:00,12:00,FA36,"Guilherme Jose Maximo, Luiz Henrique Fasolin, Maristela Da Silva Do Nascimento"
FEA,FT741,FT741 A,Terça,14:00,16:00,FA11,Vivaldo Silveira Junior
FEA,FT742,FT742 A,Quinta,14:00,16:00,FA11,"Ana Carla Kawazoe Sato, Louise Emy Kurozawa"
FEA,FT820,FT820 A,Terça,19:00,21:00,LA63,"Eduardo Augusto Caldas Batista, Rosana Goldbeck Coelho"
FEA,FT821,FT821 A,Quinta,19:00,21:00,FA15,"Flavio Luis Schmidt, Priscilla Efraim"
FEA,FT822,FT822 A,Segunda,19:00,21:00,FA12,"Marise Aparecida Rodrigues Pollonio, Sergio Bertelli Pflanzer Junior"
FEA,TA009,TA009 A,Sábado,15:00,16:00,FA36,Marcelo Alexandre Prado
FEA,TA017,TA017 A,Quarta,21:00,23:00,FA11,Glaucia Maria Pastore
FEA,TA023,TA023 A,Sexta,08:00,12:00,FA14,Caroline Joy Steel
FEA,TA023,TA023 B,Sexta,08:00,12:00,FA15,Marise Aparecida Rodrigues Pollonio
FEA,TA030,TA030 A,Quarta,19:00,21:00,FA36,"Douglas Fernandes Barbin, Vivaldo Silveira Junior"
FEA,TA035,TA035 A,Terça,14:00,18:00,LA61,"Marcus Bruno Soares Forte, Tania Forster Carneiro, Yaneth Machaca Monroy"
FEA,TA035,TA035 B,Quinta,14:00,18:00,LA61,"Marcus Bruno Soares Forte, Tania Forster Carneiro, Yaneth Machaca Monroy"
FEA,TA541,TA541 C,Quinta,19:00,21:00,FA38,Jorge Herman Behrens
FEA,TA716,TA716 B,Quarta,19:00,21:00,FA11,Liliana De Oliveira Rocha
FEA,TA722,TA722 C,Terça,19:00,21:00,FA14,Mirna Lucia Gigante
FEA,TA724,TA724 A,Segunda,21:00,23:00,FA14,Maristela Da Silva Do Nascimento
FEA,TA731,TA731 A,Quinta,19:00,23:00,FA01,Ana Silvia Prata
FEA,TA736,TA736 A,Quarta,21:00,23:00,FA36,Andreas Karoly Gombert
FEA,TA737,TA737 A,Terça,14:00,16:00,FA15,Vivaldo Silveira Junior
FEA,TA741,TA741 A,Segunda,14:00,18:00,FA11,"Cinthia Bau Betim Cazarin, Jorge Herman Behrens"
FEA,TA741,TA741 C,Quinta,19:00,23:00,FA36,Cinthia Bau Betim Cazarin
FEA,TA831,TA831 A,Terça,19:00,23:00,FA11,"Eduardo Augusto Caldas Batista, Rosana Goldbeck Coelho"
FEA,TA832,TA832 A,Segunda,19:00,21:00,FA14,Ana Carla Kawazoe Sato
FEA,TA836,TA836 A,Segunda,21:00,23:00,FA36,Tania Forster Carneiro
FEA,TA909,TA909 A,Sábado,14:00,15:00,FA36,"Marcelo Alexandre Prado, Sergio Bertelli Pflanzer Junior"
FEA,TA912,TA912 C,Segunda,19:00,20:00,FA11,"Flavio Luis Schmidt, Marcelo Cristianini"
